payment_id,loan_id,payment_month,scheduled_payment,actual_payment,days_past_due,on_time_flag
61,5,2024-12-01,,,0,1
62,5,2025-01-01,,,0,1
63,5,2025-02-01,,,0,1
64,5,2025-03-01,,,0,1
65,5,2025-04-01,,,0,1
66,5,2025-05-01,,,0,1
67,5,2025-06-01,,,0,1
68,5,2025-07-01,,,0,1
69,5,2025-08-01,,,0,1
70,5,2025-09-01,,,0,1
71,5,2025-10-01,,,0,1
72,5,2025-11-01,,,0,1
73,5,2025-12-01,,,0,1
74,5,2026-01-01,,,0,1
75,5,2026-02-01,,,0,1
76,5,2026-03-01,,,0,1
77,5,2026-04-01,,,0,1
78,5,2026-05-01,,,0,1
79,5,2026-06-01,,,0,1
80,5,2026-07-01,,,0,1
81,6,2024-11-01,315.89,315.89,15,0
82,6,2024-12-01,315.89,315.89,0,1
83,6,2025-01-01,315.89,315.89,0,1
84,6,2025-02-01,315.89,0.0,90,0
85,6,2025-03-01,315.89,315.89,0,1
86,6,2025-04-01,315.89,315.89,0,1
87,6,2025-05-01,315.89,315.89,0,1
88,6,2025-06-01,315.89,0.0,90,0
89,6,2025-07-01,315.89,315.89,0,1
90,6,2025-08-01,315.89,315.89,0,1
91,6,2025-09-01,315.89,315.89,0,1
92,6,2025-10-01,315.89,315.89,0,1
93,6,2025-11-01,315.89,315.89,0,1
94,6,2025-12-01,315.89,315.89,0,1
95,6,2026-01-01,315.89,315.89,0,1
96,6,2026-02-01,315.89,315.89,30,0
97,6,2026-03-01,315.89,315.89,0,1
98,6,2026-04-01,315.89,315.89,0,1
99,6,2026-05-01,315.89,315.89,30,0
100,6,2026-06-01,315.89,315.89,0,1
101,6,2026-07-01,315.89,315.89,0,1
102,7,2025-06-01,1665.63,1665.63,0,1
103,7,2025-07-01,1665.63,1665.63,0,1
104,7,2025-08-01,1665.63,1665.63,0,1
105,7,2025-09-01,1665.63,1665.63,0,1
106,7,2025-10-01,1665.63,1665.63,0,1
107,7,2025-11-01,1665.63,1665.63,0,1
108,7,2025-12-01,1665.63,1665.63,30,0
109,7,2026-01-01,1665.63,0.0,60,0
110,7,2026-02-01,1665.63,1665.63,0,1
111,7,2026-03-01,1665.63,1665.63,0,1
112,7,2026-04-01,1665.63,1665.63,0,1
113,7,2026-05-01,1665.63,1665.63,0,1
114,7,2026-06-01,1665.63,1665.63,30,0
115,7,2026-07-01,1665.63,1665.63,0,1
116,8,2024-08-01,,,0,1
117,8,2024-09-01,,,0,1
118,8,2024-10-01,,,0,1
119,8,2024-11-01,,,15,0
120,8,2024-12-01,,,0,1
121,8,2025-01-01,,,0,1
122,8,2025-02-01,,,0,1
123,8,2025-03-01,,,0,1
124,8,2025-04-01,,,0,1
125,8,2025-05-01,,,0,1
126,8,2025-06-01,,,0,1
127,8,2025-07-01,,,0,1
128,8,2025-08-01,,,45,0
129,8,2025-09-01,,,0,1
130,8,2025-10-01,,,0,1
131,8,2025-11-01,,,0,1
132,8,2025-12-01,,,0,1
133,8,2026-01-01,,,0,1
134,8,2026-02-01,,,0,1
135,8,2026-03-01,,,0,1
136,8,2026-04-01,,,0,1
137,8,2026-05-01,,,0,1
138,8,2026-06-01,,,45,0
139,8,2026-07-01,,,0,1
140,9,2024-11-01,631.3,631.3,0,1
141,9,2024-12-01,631.3,631.3,0,1
142,9,2025-01-01,631.3,631.3,0,1
143,9,2025-02-01,631.3,631.3,0,1
144,9,2025-03-01,631.3,631.3,0,1
145,9,2025-04-01,631.3,631.3,0,1
146,9,2025-05-01,631.3,631.3,0,1
147,9,2025-06-01,631.3,631.3,0,1
148,9,2025-07-01,631.3,631.3,0,1
149,9,2025-08-01,631.3,631.3,0,1
150,9,2025-09-01,631.3,631.3,0,1
151,9,2025-10-01,631.3,631.3,0,1
152,9,2025-11-01,631.3,631.3,30,0
153,9,2025-12-01,631.3,631.3,0,1
154,9,2026-01-01,631.3,631.3,0,1
155,9,2026-02-01,631.3,631.3,0,1
156,9,2026-03-01,631.3,631.3,0,1
157,9,2026-04-01,631.3,631.3,0,1
158,9,2026-05-01,631.3,631.3,0,1
159,9,2026-06-01,631.3,631.3,0,1
160,9,2026-07-01,631.3,631.3,0,1
161,10,2025-10-01,554.97,554.97,0,1
162,10,2025-11-01,554.97,554.97,0,1
163,10,2025-12-01,554.97,554.97,0,1
164,10,2026-01-01,554.97,554.97,0,1
165,10,2026-02-01,554.97,554.97,15,0
166,10,2026-03-01,554.97,554.97,0,1
167,10,2026-04-01,554.97,554.97,0,1
168,10,2026-05-01,554.97,554.97,0,1
169,10,2026-06-01,554.97,554.97,30,0
170,10,2026-07-01,554.97,554.97,0,1
171,11,2025-05-01,702.1,702.1,0,1
172,11,2025-06-01,702.1,702.1,0,1
173,11,2025-07-01,702.1,702.1,0,1
174,11,2025-08-01,702.1,702.1,0,1
175,11,2025-09-01,702.1,702.1,0,1
176,11,2025-10-01,702.1,702.1,0,1
177,11,2025-11-01,702.1,702.1,0,1
178,11,2025-12-01,702.1,702.1,0,1
179,11,2026-01-01,702.1,702.1,0,1
180,11,2026-02-01,702.1,702.1,0,1
181,11,2026-03-01,702.1,702.1,0,1
182,11,2026-04-01,702.1,702.1,0,1
183,11,2026-05-01,702.1,702.1,0,1
184,11,2026-06-01,702.1,702.1,0,1
185,11,2026-07-01,702.1,702.1,0,1
186,12,2024-08-01,699.12,699.12,0,1
187,12,2024-09-01,699.12,699.12,0,1
188,12,2024-10-01,699.12,699.12,0,1
189,12,2024-11-01,699.12,699.12,0,1
190,12,2024-12-01,699.12,699.12,0,1
191,12,2025-01-01,699.12,699.12,0,1
192,12,2025-02-01,699.12,699.12,0,1
193,12,2025-03-01,699.12,699.12,0,1
194,12,2025-04-01,699.12,699.12,0,1
195,12,2025-05-01,699.12,699.12,0,1
196,12,2025-06-01,699.12,699.12,0,1
197,12,2025-07-01,699.12,699.12,0,1
198,12,2025-08-01,699.12,699.12,0,1
199,12,2025-09-01,699.12,699.12,0,1
200,12,2025-10-01,699.12,699.12,0,1
201,12,2025-11-01,699.12,699.12,0,1
202,12,2025-12-01,699.12,699.12,0,1
203,12,2026-01-01,699.12,699.12,0,1
204,12,2026-02-01,699.12,699.12,0,1
205,12,2026-03-01,699.12,699.12,0,1
206,12,2026-04-01,699.12,699.12,0,1
207,12,2026-05-01,699.12,699.12,0,1
208,12,2026-06-01,699.12,699.12,0,1
209,12,2026-07-01,699.12,699.12,0,1
210,13,2024-08-01,242.74,242.74,0,1
211,13,2024-09-01,242.74,242.74,0,1
212,13,2024-10-01,242.74,242.74,30,0
213,13,2024-11-01,242.74,242.74,0,1
214,13,2024-12-01,242.74,242.74,0,1
215,13,2025-01-01,242.74,242.74,0,1
216,13,2025-02-01,242.74,242.74,0,1
217,13,2025-03-01,242.74,242.74,0,1
218,13,2025-04-01,242.74,242.74,0,1
219,13,2025-05-01,242.74,242.74,0,1
220,13,2025-06-01,242.74,242.74,0,1
221,13,2025-07-01,242.74,242.74,30,0
222,13,2025-08-01,242.74,242.74,0,1
223,13,2025-09-01,242.74,242.74,0,1
224,13,2025-10-01,242.74,242.74,0,1
225,13,2025-11-01,242.74,242.74,45,0
226,13,2025-12-01,242.74,242.74,0,1
227,13,2026-01-01,242.74,242.74,0,1
228,13,2026-02-01,242.74,0.0,90,0
229,13,2026-03-01,242.74,242.74,0,1
230,13,2026-04-01,242.74,242.74,0,1
231,13,2026-05-01,242.74,242.74,0,1
232,13,2026-06-01,242.74,242.74,15,0
233,13,2026-07-01,242.74,242.74,0,1
234,14,2024-08-01,634.34,634.34,15,0
235,14,2024-09-01,634.34,634.34,0,1
236,14,2024-10-01,634.34,634.34,0,1
237,14,2024-11-01,634.34,634.34,45,0
238,14,2024-12-01,634.34,634.34,0,1
239,14,2025-01-01,634.34,634.34,0,1
240,14,2025-02-01,634.34,634.34,0,1
241,14,2025-03-01,634.34,634.34,0,1
242,14,2025-04-01,634.34,634.34,0,1
243,14,2025-05-01,634.34,634.34,0,1
244,14,2025-06-01,634.34,634.34,30,0
245,14,2025-07-01,634.34,634.34,0,1
246,14,2025-08-01,634.34,634.34,0,1
247,14,2025-09-01,634.34,634.34,0,1
248,14,2025-10-01,634.34,634.34,0,1
249,14,2025-11-01,634.34,634.34,0,1
250,14,2025-12-01,634.34,634.34,15,0
251,14,2026-01-01,634.34,634.34,0,1
252,14,2026-02-01,634.34,634.34,0,1
253,14,2026-03-01,634.34,634.34,0,1
254,14,2026-04-01,634.34,634.34,0,1
255,14,2026-05-01,634.34,634.34,0,1
256,14,2026-06-01,634.34,634.34,0,1
257,14,2026-07-01,634.34,634.34,0,1
258,15,2025-07-01,3078.39,3078.39,0,1
259,15,2025-08-01,3078.39,3078.39,0,1
260,15,2025-09-01,3078.39,3078.39,0,1
261,15,2025-10-01,3078.39,3078.39,0,1
262,15,2025-11-01,3078.39,3078.39,0,1
263,15,2025-12-01,3078.39,3078.39,0,1
264,15,2026-01-01,3078.39,3078.39,0,1
265,15,2026-02-01,3078.39,3078.39,0,1
266,15,2026-03-01,3078.39,3078.39,0,1
267,15,2026-04-01,3078.39,3078.39,0,1
268,15,2026-05-01,3078.39,3078.39,0,1
269,15,2026-06-01,3078.39,3078.39,0,1
270,15,2026-07-01,3078.39,3078.39,0,1
271,16,2026-01-01,319.11,319.11,0,1
272,16,2026-02-01,319.11,319.11,0,1
273,16,2026-03-01,319.11,319.11,0,1
274,16,2026-04-01,319.11,319.11,0,1
275,16,2026-05-01,319.11,319.11,0,1
276,16,2026-06-01,319.11,319.11,0,1
277,16,2026-07-01,319.11,319.11,0,1
278,17,2024-08-01,1039.88,1039.88,0,1
279,17,2024-09-01,1039.88,1039.88,0,1
280,17,2024-10-01,1039.88,1039.88,0,1
281,17,2024-11-01,1039.88,1039.88,0,1
282,17,2024-12-01,1039.88,1039.88,0,1
283,17,2025-01-01,1039.88,1039.88,0,1
284,17,2025-02-01,1039.88,1039.88,0,1
285,17,2025-03-01,1039.88,1039.88,0,1
286,17,2025-04-01,1039.88,1039.88,0,1
287,17,2025-05-01,1039.88,1039.88,0,1
288,17,2025-06-01,1039.88,1039.88,0,1
289,17,2025-07-01,1039.88,1039.88,0,1
290,17,2025-08-01,1039.88,1039.88,0,1
291,17,2025-09-01,1039.88,1039.88,0,1
292,17,2025-10-01,1039.88,1039.88,0,1
293,17,2025-11-01,1039.88,1039.88,0,1
294,17,2025-12-01,1039.88,1039.88,0,1
295,17,2026-01-01,1039.88,1039.88,15,0
296,17,2026-02-01,1039.88,1039.88,0,1
297,17,2026-03-01,1039.88,1039.88,0,1
298,17,2026-04-01,1039.88,1039.88,0,1
299,17,2026-05-01,1039.88,1039.88,0,1
300,17,2026-06-01,1039.88,1039.88,0,1
301,17,2026-07-01,1039.88,1039.88,0,1
302,18,2024-09-01,,,0,1
303,18,2024-10-01,,,0,1
304,18,2024-11-01,,,0,1
305,18,2024-12-01,,,0,1
306,18,2025-01-01,,,0,1
307,18,2025-02-01,,,0,1
308,18,2025-03-01,,,0,1
309,18,2025-04-01,,,0,1
310,18,2025-05-01,,,0,1
311,18,2025-06-01,,,0,1
312,18,2025-07-01,,,0,1
313,18,2025-08-01,,,0,1
314,18,2025-09-01,,,0,1
315,18,2025-10-01,,,0,1
316,18,2025-11-01,,,0,1
317,18,2025-12-01,,,0,1
318,18,2026-01-01,,,0,1
319,18,2026-02-01,,,0,1
320,18,2026-03-01,,,0,1
321,18,2026-04-01,,,0,1
322,18,2026-05-01,,,0,1
323,18,2026-06-01,,,0,1
324,18,2026-07-01,,,0,1
325,19,2024-08-01,627.42,627.42,0,1
326,19,2024-09-01,627.42,627.42,0,1
327,19,2024-10-01,627.42,627.42,0,1
328,19,2024-11-01,627.42,627.42,0,1
329,19,2024-12-01,627.42,627.42,0,1
330,19,2025-01-01,627.42,627.42,0,1
331,19,2025-02-01,627.42,627.42,0,1
332,19,2025-03-01,627.42,627.42,0,1
333,19,2025-04-01,627.42,627.42,0,1
334,19,2025-05-01,627.42,627.42,15,0
335,19,2025-06-01,627.42,627.42,0,1
336,19,2025-07-01,627.42,627.42,0,1
337,19,2025-08-01,627.42,627.42,0,1
338,19,2025-09-01,627.42,627.42,0,1
339,19,2025-10-01,627.42,627.42,0,1
340,19,2025-11-01,627.42,627.42,0,1
341,19,2025-12-01,627.42,627.42,0,1
342,19,2026-01-01,627.42,627.42,0,1
343,19,2026-02-01,627.42,627.42,0,1
344,19,2026-03-01,627.42,627.42,0,1
345,19,2026-04-01,627.42,627.42,0,1
346,19,2026-05-01,627.42,627.42,0,1
347,19,2026-06-01,627.42,627.42,0,1
348,19,2026-07-01,627.42,627.42,0,1
349,20,2024-08-01,611.11,611.11,0,1
350,20,2024-09-01,611.11,611.11,0,1
351,20,2024-10-01,611.11,611.11,0,1
352,20,2024-11-01,611.11,611.11,0,1
353,20,2024-12-01,611.11,611.11,0,1
354,20,2025-01-01,611.11,611.11,0,1
355,20,2025-02-01,611.11,0.0,60,0
356,20,2025-03-01,611.11,611.11,0,1
357,20,2025-04-01,611.11,611.11,0,1
358,20,2025-05-01,611.11,611.11,0,1
359,20,2025-06-01,611.11,611.11,0,1
360,20,2025-07-01,611.11,611.11,0,1
361,20,2025-08-01,611.11,611.11,0,1
362,20,2025-09-01,611.11,611.11,0,1
363,20,2025-10-01,611.11,611.11,0,1
364,20,2025-11-01,611.11,611.11,0,1
365,20,2025-12-01,611.11,611.11,0,1
366,20,2026-01-01,611.11,611.11,0,1
367,20,2026-02-01,611.11,611.11,0,1
368,20,2026-03-01,611.11,611.11,0,1
369,20,2026-04-01,611.11,611.11,0,1
370,20,2026-05-01,611.11,611.11,0,1
371,20,2026-06-01,611.11,611.11,0,1
372,20,2026-07-01,611.11,611.11,0,1
373,21,2024-08-01,346.41,346.41,0,1
374,21,2024-09-01,346.41,346.41,0,1
375,21,2024-10-01,346.41,346.41,0,1
376,21,2024-11-01,346.41,346.41,0,1
377,21,2024-12-01,346.41,346.41,0,1
378,21,2025-01-01,346.41,346.41,0,1
379,21,2025-02-01,346.41,346.41,0,1
380,21,2025-03-01,346.41,346.41,0,1
381,21,2025-04-01,346.41,346.41,0,1
382,21,2025-05-01,346.41,346.41,0,1
383,21,2025-06-01,346.41,346.41,0,1
384,21,2025-07-01,346.41,346.41,0,1
385,21,2025-08-01,346.41,346.41,0,1
386,21,2025-09-01,346.41,346.41,0,1
387,21,2025-10-01,346.41,346.41,0,1
388,21,2025-11-01,346.41,346.41,0,1
389,21,2025-12-01,346.41,346.41,0,1
390,21,2026-01-01,346.41,346.41,0,1
391,21,2026-02-01,346.41,346.41,0,1
392,21,2026-03-01,346.41,346.41,0,1
393,21,2026-04-01,346.41,346.41,0,1
394,21,2026-05-01,346.41,346.41,30,0
395,21,2026-06-01,346.41,346.41,0,1
396,21,2026-07-01,346.41,346.41,0,1
397,22,2024-08-01,763.56,763.56,0,1
398,22,2024-09-01,763.56,763.56,0,1
399,22,2024-10-01,763.56,763.56,0,1
400,22,2024-11-01,763.56,763.56,45,0
401,22,2024-12-01,763.56,763.56,0,1
402,22,2025-01-01,763.56,763.56,0,1
403,22,2025-02-01,763.56,763.56,0,1
404,22,2025-03-01,763.56,763.56,0,1
405,22,2025-04-01,763.56,763.56,15,0
406,22,2025-05-01,763.56,763.56,0,1
407,22,2025-06-01,763.56,763.56,30,0
408,22,2025-07-01,763.56,763.56,0,1
409,22,2025-08-01,763.56,763.56,15,0
410,22,2025-09-01,763.56,763.56,0,1
411,22,2025-10-01,763.56,0.0,90,0
412,22,2025-11-01,763.56,763.56,0,1
413,22,2025-12-01,763.56,763.56,15,0
414,22,2026-01-01,763.56,763.56,30,0
415,22,2026-02-01,763.56,763.56,0,1
416,22,2026-03-01,763.56,763.56,30,0
417,22,2026-04-01,763.56,763.56,0,1
418,22,2026-05-01,763.56,763.56,0,1
419,22,2026-06-01,763.56,763.56,0,1
420,22,2026-07-01,763.56,0.0,60,0
421,23,2026-04-01,,,0,1
422,23,2026-05-01,,,0,1
423,23,2026-06-01,,,0,1
424,23,2026-07-01,,,0,1
425,24,2026-02-01,,,0,1
426,24,2026-03-01,,,0,1
427,24,2026-04-01,,,0,1
428,24,2026-05-01,,,0,1
429,24,2026-06-01,,,0,1
430,24,2026-07-01,,,0,1
431,25,2024-08-01,,,0,1
432,25,2024-09-01,,,30,0
433,25,2024-10-01,,,0,1
434,25,2024-11-01,,,30,0
435,25,2024-12-01,,,0,1
436,25,2025-01-01,,,45,0
437,25,2025-02-01,,,0,1
438,25,2025-03-01,,,0,1
439,25,2025-04-01,,,30,0
440,25,2025-05-01,,,45,0
441,25,2025-06-01,,,0,1
442,25,2025-07-01,,,0,1
443,25,2025-08-01,,,0,1
444,25,2025-09-01,,,0,1
445,25,2025-10-01,,,0,1
446,25,2025-11-01,,,0,1
447,25,2025-12-01,,,0,1
448,25,2026-01-01,,,0,1
449,25,2026-02-01,,,0,1
450,25,2026-03-01,,,0,1
451,25,2026-04-01,,,0,1
452,25,2026-05-01,,,0,1
453,25,2026-06-01,,,30,0
454,25,2026-07-01,,,0,1
455,26,2024-08-01,267.04,267.04,0,1
456,26,2024-09-01,267.04,267.04,0,1
457,26,2024-10-01,267.04,267.04,0,1
458,26,2024-11-01,267.04,267.04,0,1
459,26,2024-12-01,267.04,267.04,0,1
460,26,2025-01-01,267.04,267.04,0,1
461,26,2025-02-01,267.04,267.04,0,1
462,26,2025-03-01,267.04,267.04,0,1
463,26,2025-04-01,267.04,267.04,0,1
464,26,2025-05-01,267.04,267.04,0,1
465,26,2025-06-01,267.04,267.04,0,1
466,26,2025-07-01,267.04,267.04,0,1
467,26,2025-08-01,267.04,267.04,30,0
468,26,2025-09-01,267.04,267.04,0,1
469,26,2025-10-01,267.04,267.04,0,1
470,26,2025-11-01,267.04,267.04,0,1
471,26,2025-12-01,267.04,267.04,0,1
472,26,2026-01-01,267.04,267.04,0,1
473,26,2026-02-01,267.04,267.04,0,1
474,26,2026-03-01,267.04,267.04,0,1
475,26,2026-04-01,267.04,267.04,0,1
476,26,2026-05-01,267.04,267.04,0,1
477,26,2026-06-01,267.04,267.04,0,1
478,26,2026-07-01,267.04,267.04,0,1
479,27,2026-01-01,3239.77,3239.77,0,1
480,27,2026-02-01,3239.77,3239.77,0,1
481,27,2026-03-01,3239.77,3239.77,0,1
482,27,2026-04-01,3239.77,3239.77,0,1
483,27,2026-05-01,3239.77,3239.77,0,1
484,27,2026-06-01,3239.77,3239.77,0,1
485,27,2026-07-01,3239.77,3239.77,0,1
486,28,2026-02-01,,,0,1
487,28,2026-03-01,,,0,1
488,28,2026-04-01,,,0,1
489,28,2026-05-01,,,0,1
490,28,2026-06-01,,,0,1
491,28,2026-07-01,,,0,1
492,29,2024-08-01,122.95,122.95,0,1
493,29,2024-09-01,122.95,122.95,0,1
494,29,2024-10-01,122.95,122.95,0,1
495,29,2024-11-01,122.95,122.95,0,1
496,29,2024-12-01,122.95,122.95,0,1
497,29,2025-01-01,122.95,122.95,0,1
498,29,2025-02-01,122.95,122.95,0,1
499,29,2025-03-01,122.95,122.95,0,1
500,29,2025-04-01,122.95,122.95,0,1
501,29,2025-05-01,122.95,122.95,0,1
502,29,2025-06-01,122.95,122.95,0,1
503,29,2025-07-01,122.95,122.95,30,0
504,29,2025-08-01,122.95,122.95,45,0
505,29,2025-09-01,122.95,122.95,0,1
506,29,2025-10-01,122.95,122.95,0,1
507,29,2025-11-01,122.95,122.95,0,1
508,29,2025-12-01,122.95,122.95,0,1
509,29,2026-01-01,122.95,122.95,15,0
510,29,2026-02-01,122.95,122.95,0,1
511,29,2026-03-01,122.95,122.95,0,1
512,29,2026-04-01,122.95,122.95,30,0
513,29,2026-05-01,122.95,122.95,0,1
514,29,2026-06-01,122.95,122.95,0,1
515,29,2026-07-01,122.95,122.95,15,0
516,30,2024-08-01,,,0,1
517,30,2024-09-01,,,0,1
518,30,2024-10-01,,,0,1
519,30,2024-11-01,,,0,1
520,30,2024-12-01,,,0,1
521,30,2025-01-01,,,30,0
522,30,2025-02-01,,,45,0
523,30,2025-03-01,,,0,1
524,30,2025-04-01,,,0,1
525,30,2025-05-01,,,0,1
526,30,2025-06-01,,,0,1
527,30,2025-07-01,,,0,1
528,30,2025-08-01,,,0,1
529,30,2025-09-01,,,0,1
530,30,2025-10-01,,,15,0
531,30,2025-11-01,,,0,1
532,30,2025-12-01,,,0,1
533,30,2026-01-01,,,0,1
534,30,2026-02-01,,,0,1
535,30,2026-03-01,,,30,0
536,30,2026-04-01,,,15,0
537,30,2026-05-01,,,0,1
538,30,2026-06-01,,,0,1
539,30,2026-07-01,,,0,1
540,31,2026-05-01,,,0,1
541,31,2026-06-01,,,0,1
542,31,2026-07-01,,,15,0
543,32,2024-08-01,261.01,261.01,0,1
544,32,2024-09-01,261.01,261.01,0,1
545,32,2024-10-01,261.01,261.01,0,1
546,32,2024-11-01,261.01,261.01,0,1
547,32,2024-12-01,261.01,261.01,0,1
548,32,2025-01-01,261.01,261.01,0,1
549,32,2025-02-01,261.01,261.01,0,1
550,32,2025-03-01,261.01,261.01,0,1
551,32,2025-04-01,261.01,261.01,0,1
552,32,2025-05-01,261.01,261.01,0,1
553,32,2025-06-01,261.01,261.01,0,1
554,32,2025-07-01,261.01,261.01,0,1
555,32,2025-08-01,261.01,261.01,0,1
556,32,2025-09-01,261.01,261.01,0,1
557,32,2025-10-01,261.01,261.01,0,1
558,32,2025-11-01,261.01,261.01,0,1
559,32,2025-12-01,261.01,261.01,0,1
560,32,2026-01-01,261.01,261.01,0,1
561,32,2026-02-01,261.01,261.01,0,1
562,32,2026-03-01,261.01,261.01,0,1
563,32,2026-04-01,261.01,261.01,0,1
564,32,2026-05-01,261.01,261.01,0,1
565,32,2026-06-01,261.01,261.01,0,1
566,32,2026-07-01,261.01,261.01,0,1
567,33,2024-08-01,1144.66,1144.66,0,1
568,33,2024-09-01,1144.66,1144.66,0,1
569,33,2024-10-01,1144.66,1144.66,0,1
570,33,2024-11-01,1144.66,1144.66,0,1
571,33,2024-12-01,1144.66,1144.66,0,1
572,33,2025-01-01,1144.66,1144.66,0,1
573,33,2025-02-01,1144.66,1144.66,0,1
574,33,2025-03-01,1144.66,1144.66,0,1
575,33,2025-04-01,1144.66,1144.66,0,1
576,33,2025-05-01,1144.66,1144.66,0,1
577,33,2025-06-01,1144.66,1144.66,0,1
578,33,2025-07-01,1144.66,1144.66,0,1
579,33,2025-08-01,1144.66,1144.66,0,1
580,33,2025-09-01,1144.66,1144.66,0,1
581,33,2025-10-01,1144.66,1144.66,0,1
582,33,2025-11-01,1144.66,1144.66,45,0
583,33,2025-12-01,1144.66,1144.66,0,1
584,33,2026-01-01,1144.66,1144.66,0,1
585,33,2026-02-01,1144.66,1144.66,15,0
586,33,2026-03-01,1144.66,1144.66,0,1
587,33,2026-04-01,1144.66,1144.66,0,1
588,33,2026-05-01,1144.66,1144.66,0,1
589,33,2026-06-01,1144.66,1144.66,0,1
590,33,2026-07-01,1144.66,1144.66,0,1
591,34,2024-08-01,105.16,105.16,0,1
592,34,2024-09-01,105.16,105.16,0,1
593,34,2024-10-01,105.16,105.16,0,1
594,34,2024-11-01,105.16,105.16,0,1
595,34,2024-12-01,105.16,105.16,0,1
596,34,2025-01-01,105.16,105.16,0,1
597,34,2025-02-01,105.16,105.16,0,1
598,34,2025-03-01,105.16,105.16,0,1
599,34,2025-04-01,105.16,105.16,0,1
600,34,2025-05-01,105.16,105.16,0,1
601,34,2025-06-01,105.16,105.16,0,1
602,34,2025-07-01,105.16,105.16,30,0
603,34,2025-08-01,105.16,105.16,0,1
604,34,2025-09-01,105.16,105.16,0,1
605,34,2025-10-01,105.16,105.16,0,1
606,34,2025-11-01,105.16,105.16,0,1
607,34,2025-12-01,105.16,105.16,0,1
608,34,2026-01-01,105.16,105.16,0,1
609,34,2026-02-01,105.16,105.16,0,1
610,34,2026-03-01,105.16,105.16,0,1
611,34,2026-04-01,105.16,105.16,0,1
612,34,2026-05-01,105.16,105.16,0,1
613,34,2026-06-01,105.16,105.16,0,1
614,34,2026-07-01,105.16,105.16,0,1
615,35,2024-08-01,424.99,424.99,0,1
616,35,2024-09-01,424.99,0.0,90,0
617,35,2024-10-01,424.99,424.99,0,1
618,35,2024-11-01,424.99,424.99,0,1
619,35,2024-12-01,424.99,424.99,0,1
620,35,2025-01-01,424.99,424.99,0,1
621,35,2025-02-01,424.99,424.99,0,1
622,35,2025-03-01,424.99,424.99,0,1
623,35,2025-04-01,424.99,424.99,0,1
624,35,2025-05-01,424.99,424.99,0,1
625,35,2025-06-01,424.99,424.99,0,1
626,35,2025-07-01,424.99,424.99,0,1
627,35,2025-08-01,424.99,424.99,0,1
628,35,2025-09-01,424.99,424.99,0,1
629,35,2025-10-01,424.99,424.99,0,1
630,35,2025-11-01,424.99,424.99,0,1
631,35,2025-12-01,424.99,424.99,0,1
632,35,2026-01-01,424.99,424.99,0,1
633,35,2026-02-01,424.99,424.99,0,1
634,35,2026-03-01,424.99,424.99,0,1
635,35,2026-04-01,424.99,424.99,0,1
636,35,2026-05-01,424.99,424.99,0,1
637,35,2026-06-01,424.99,424.99,0,1
638,35,2026-07-01,424.99,424.99,0,1
639,36,2024-08-01,,,0,1
640,36,2024-09-01,,,0,1
641,36,2024-10-01,,,0,1
642,36,2024-11-01,,,0,1
643,36,2024-12-01,,0.0,60,0
644,36,2025-01-01,,,0,1
645,36,2025-02-01,,,45,0
