deposit_id,customer_id,product_type,balance,opened_date
90,89,Savings,16893.95,2025-08-25
91,89,Checking,9421.95,2025-06-13
92,90,Savings,47851.57,2021-01-19
93,91,Savings,14461.07,2025-11-08
94,91,CD,21430.37,2026-04-14
95,92,Checking,33699.02,2026-01-10
96,93,CD,48908.58,2020-11-06
97,96,CD,16686.72,2023-11-18
98,96,Savings,11702.06,2025-04-09
99,98,Checking,3508.77,2016-06-16
100,98,CD,66772.0,2021-03-18
101,99,CD,2874.2,2024-07-28
102,100,CD,19294.33,2026-06-27
103,100,Savings,20068.36,2026-05-07
104,100,Checking,2297.24,2026-04-14
105,101,Savings,11885.73,2026-06-28
106,103,Savings,30843.22,2010-05-16
107,104,Checking,7604.86,2024-03-02
108,104,Savings,9988.88,2024-01-13
109,104,CD,15400.53,2024-06-20
110,106,Savings,30447.32,2025-06-07
111,107,CD,12701.5,2024-07-21
112,108,Savings,7531.46,2023-05-16
113,108,Checking,9552.32,2026-06-11
114,108,CD,21034.61,2026-03-06
115,109,CD,67128.49,2026-04-13
116,109,Savings,27391.93,2026-06-28
117,110,Checking,517.89,2026-04-07
118,111,Checking,2628.4,2025-04-13
119,112,Savings,13714.43,2025-11-21
120,113,Checking,3821.2,2024-01-18
121,113,Savings,16611.89,2024-07-03
122,115,Checking,8491.83,2026-05-27
123,115,CD,8106.87,2026-06-09
124,118,Savings,37550.47,2025-09-10
125,118,CD,131202.43,2025-12-09
126,120,Checking,8654.09,2025-08-05
127,121,Savings,38595.22,2025-02-10
128,121,Checking,2668.36,2024-12-06
129,121,CD,59802.29,2023-06-01
130,122,Checking,3189.48,2026-04-11
131,124,CD,28926.85,2023-12-13
132,126,Savings,7921.35,2026-01-08
133,127,Checking,6368.13,2016-03-05
134,127,Savings,22411.01,2020-04-14
135,128,Savings,7239.37,2021-03-22
136,129,Checking,4244.59,2020-06-27
137,129,Savings,11506.52,2018-02-06
138,129,CD,28027.81,2024-06-23
139,130,CD,28971.49,2026-06-13
140,131,CD,18674.91,2025-09-21
141,131,Savings,4604.53,2025-10-16
142,131,Checking,3020.04,2026-03-07
143,132,Savings,17595.85,2023-07-14
144,132,CD,38023.12,2023-11-10
145,135,Checking,3038.64,2017-06-04
146,136,Checking,15649.59,2026-05-08
147,137,Checking,26131.32,2025-05-03
148,139,Savings,1606.98,2026-05-13
149,139,CD,6818.88,2026-06-03
150,139,Checking,5080.91,2026-05-03
151,140,CD,44766.38,2025-08-13
152,140,Checking,4003.26,2019-11-08
153,141,Checking,6989.81,2020-12-29
154,142,Checking,6246.66,2022-04-07
155,143,CD,30729.29,2024-01-31
156,144,Savings,63715.47,2024-08-26
157,146,Savings,25523.44,2022-10-17
158,147,CD,10020.14,2026-02-03
159,147,Savings,5251.65,2026-04-20
160,147,Checking,957.4,2024-05-30
161,149,Checking,7974.22,2026-06-02
162,151,Savings,8470.74,2022-08-03
163,152,Checking,9223.44,2024-05-28
164,154,Savings,101454.99,2025-04-02
165,155,CD,6668.44,2023-01-07
166,156,Savings,9205.35,2021-10-03
167,156,CD,22998.98,2026-06-17
168,158,Checking,4647.93,2026-01-02
169,158,CD,60895.31,2026-06-04
170,159,CD,61255.94,2023-08-13
171,159,Savings,39726.77,2021-12-11
172,162,Checking,1967.57,2026-05-12
173,162,CD,10459.79,2025-02-18
174,163,Savings,35027.37,2026-06-02
175,163,Checking,10339.2,2025-09-28
176,164,Savings,42860.43,2025-01-19
177,165,CD,12746.11,2022-08-15
178,165,Savings,3800.93,2010-10-16
179,167,CD,149951.62,2025-07-08
180,167,Savings,41433.28,2025-11-02
181,167,Checking,15585.34,2026-02-06
182,168,Savings,7703.12,2024-12-21
183,170,Savings,18821.16,2026-01-10
184,170,Checking,2978.25,2026-05-04
185,173,Checking,2168.85,2025-06-03
186,175,Checking,854.92,2018-02-16
187,175,Savings,5919.66,2022-07-06
188,175,CD,17357.65,2017-06-21
189,177,CD,14601.05,2025-03-25
190,177,Savings,32206.09,2024-09-17
191,178,Checking,11196.94,2022-12-14
192,178,CD,5098.81,2022-08-24
193,178,Savings,16282.56,2021-09-20
194,179,Savings,3404.58,2018-03-30
195,181,Checking,5106.51,2020-05-29
196,182,CD,28123.98,2025-09-21
197,182,Checking,5563.19,2026-03-06
198,182,Savings,31569.83,2026-04-27
199,184,CD,46129.48,2019-11-28
200,185,CD,99874.97,2024-05-03
201,185,Checking,10708.58,2025-11-09
202,185,Savings,24582.77,2025-08-29
203,186,Savings,43440.88,2024-06-28
204,187,Checking,4868.55,2026-06-26
205,188,Checking,4432.48,2019-12-24
206,188,CD,29557.66,2021-03-24
207,189,Checking,6680.5,2026-02-22
208,189,CD,75277.74,2025-10-02
209,189,Savings,62590.07,2026-06-24
210,190,CD,59263.69,2022-12-25
211,190,Checking,12142.58,2021-11-17
212,191,Checking,6492.19,2026-04-05
213,191,Savings,9465.04,2017-10-18
214,193,Checking,6595.79,2026-05-16
215,193,Savings,19021.14,2025-12-21
216,194,CD,45766.0,2022-05-06
217,195,CD,10415.96,2024-02-03
218,196,Checking,2801.99,2026-02-19
219,196,CD,16987.99,2025-09-25
220,197,Savings,14626.73,2024-08-07
221,197,Checking,8732.98,2021-11-06
222,197,CD,29159.51,2022-09-10
223,198,Checking,1134.6,2022-05-16
224,198,Savings,1896.47,2023-01-30
225,199,CD,59005.43,2021-01-11
226,200,Savings,4227.15,2025-04-06
227,200,Checking,4379.78,2026-04-29
228,200,CD,107108.02,2024-05-18
229,203,CD,8567.75,2022-03-20
230,205,Checking,3017.59,2025-12-26
231,207,Savings,15314.29,2025-12-17
232,208,Checking,7808.24,2022-07-24
233,208,CD,55187.26,2018-04-28
234,209,CD,41829.8,2023-06-03
235,210,CD,33676.95,2021-09-11
236,215,Checking,3650.09,2025-08-07
237,216,CD,18349.66,2026-03-17
238,216,Checking,1940.06,2024-08-30
239,217,Savings,66773.78,2026-04-26
240,217,CD,40765.46,2026-02-25
241,225,Savings,38260.58,2025-11-27
242,225,CD,44301.62,2025-02-21
243,227,CD,18647.3,2025-03-26
244,228,CD,12059.59,2022-07-25
245,231,CD,14762.68,2025-09-11
246,232,Checking,3956.57,2024-11-03
247,232,CD,5556.74,2026-04-15
248,233,Savings,58033.13,2026-01-21
249,233,Checking,5965.98,2025-01-28
250,234,Checking,5155.83,2019-07-25
251,235,CD,41615.38,2024-04-10
252,236,CD,7158.86,2026-01-01
253,236,Savings,21814.39,2025-11-17
254,236,Checking,915.66,2026-03-03
255,238,Savings,25209.96,2026-04-21
256,239,CD,16018.16,2024-06-28
257,239,Savings,6916.19,2026-01-18
258,239,Checking,6546.64,2024-06-09
259,241,Checking,3491.32,2025-09-21
260,241,Savings,16055.31,2023-09-10
261,242,Savings,3688.41,2025-07-19
262,243,Checking,6658.98,2026-04-14
263,246,CD,11006.87,2023-05-28
264,248,Checking,6461.14,2023-07-08
265,248,CD,20394.89,2025-03-25
266,249,Checking,4884.19,2026-04-28
267,249,CD,14141.83,2025-11-14
268,251,CD,18772.74,2025-11-07
269,251,Savings,4085.07,2024-04-27
270,252,Savings,11392.05,2025-12-25
271,252,Checking,28627.19,2026-04-05
272,254,Savings,9415.47,2023-12-10
273,255,Checking,4787.17,2026-05-25
274,257,CD,36491.81,2025-11-28
275,257,Checking,8910.12,2026-06-20
276,258,CD,8659.7,2020-10-30
277,258,Savings,6267.68,2019-12-05
278,259,CD,28590.39,2021-08-28
279,260,Checking,15991.25,2023-10-26
280,260,Savings,26779.55,2022-09-04
281,261,CD,22758.55,2022-03-18
282,262,Checking,1510.2,2025-09-02
283,263,Checking,650.1,2024-12-15
284,263,Savings,26783.57,2025-03-09
285,266,CD,17835.3,2025-04-29
286,266,Savings,6598.41,2026-02-26
287,267,Checking,5334.13,2025-05-29
288,267,CD,10109.84,2024-11-18
289,269,CD,137760.33,2024-01-29
290,269,Savings,17119.96,2025-05-08
291,270,CD,21951.44,2026-06-16
292,271,Checking,3772.1,2026-06-04
293,271,CD,25706.64,2022-03-30
294,273,Savings,20710.6,2024-04-15
295,276,CD,32052.86,2026-06-24
296,276,Savings,27187.44,2025-01-17
297,277,CD,46661.55,2026-01-02
298,278,Checking,11020.05,2022-10-16
299,278,Savings,21927.91,2026-06-24
300,279,CD,7654.97,2023-02-04
301,280,Checking,7294.26,2022-10-14
302,280,CD,42095.3,2025-02-07
303,280,Savings,8371.7,2026-03-21
304,281,Savings,13306.27,2026-04-16
305,282,Checking,6092.53,2009-01-12
306,282,Savings,14052.91,2003-01-23
307,284,Checking,19230.45,2022-01-01
308,285,Savings,6778.04,2026-05-27
309,285,CD,17408.07,2026-06-22
310,286,Savings,20200.39,2023-06-02
311,287,Checking,2717.56,2023-08-26
312,287,Savings,3760.85,2025-04-10
313,287,CD,3641.25,2024-11-25
314,288,CD,14004.02,2026-03-18
315,289,Checking,18149.95,2023-10-05
316,290,Checking,18896.63,2025-12-10
317,292,Savings,6779.66,2026-02-25
318,292,CD,19951.73,2026-01-06
319,293,Savings,38489.24,2007-11-24
320,294,CD,53087.06,2026-05-31
321,294,Checking,5937.2,2026-05-21
322,295,Savings,10486.41,2026-05-26
323,297,Checking,3157.27,2025-11-13
324,297,CD,11774.58,2025-06-02
325,298,CD,6691.58,2025-10-15
326,299,CD,122815.3,2025-04-13
327,299,Checking,7958.67,2026-04-30
328,301,CD,15685.81,2024-05-27
329,303,CD,18381.06,2024-06-01
330,305,Checking,18992.07,2014-06-13
331,306,CD,103840.86,2026-05-06
332,307,Savings,29334.61,2022-12-19
333,307,CD,40239.68,2025-08-23
334,309,Savings,40837.72,2024-07-23
335,309,CD,106439.29,2024-12-05
336,311,Checking,16136.84,2023-09-21
337,311,Savings,24886.66,2023-12-16
338,311,CD,48512.0,2024-05-29
339,313,CD,59252.45,2025-08-14
340,315,Savings,15853.31,2026-05-24
341,315,Checking,1171.09,2026-06-26
342,316,CD,20895.47,2026-05-04
343,317,Savings,7943.34,2021-03-06
344,317,Checking,5799.09,2023-04-01
345,317,CD,10037.59,2025-12-08
346,318,Savings,10065.83,2026-05-24
347,318,CD,30968.2,2026-05-04
348,319,Savings,50719.69,2025-09-11
349,319,CD,24109.52,2026-06-13
350,321,CD,30387.99,2026-04-29
351,321,Savings,21164.97,2026-05-11
352,322,CD,8733.88,2018-12-14
353,323,CD,11031.94,2026-05-11
354,323,Savings,21365.36,2026-05-09
355,325,Savings,25300.28,2026-04-20
356,325,Checking,2833.2,2026-06-09
357,328,Savings,6428.97,2023-01-02
358,328,Checking,14305.95,2025-07-29
359,329,Savings,33561.04,2020-04-20
360,330,CD,15890.16,2015-07-14
361,331,Savings,6470.67,2022-10-28
362,333,Savings,9428.7,2021-10-12
363,334,CD,7340.44,2025-04-13
364,335,Checking,3829.83,2025-05-22
365,338,CD,33260.17,2025-12-22
366,338,Savings,8571.05,2024-07-13
367,339,CD,17804.37,2024-06-10
368,339,Savings,20300.09,2024-05-22
369,340,Savings,33025.09,2026-02-04
370,340,Checking,2100.09,2026-03-15
371,343,Checking,5650.41,2023-03-06
372,343,Savings,16010.08,2024-06-27
373,343,CD,25788.04,2025-01-08
374,345,CD,12420.24,2025-12-05
375,346,Checking,1008.0,2016-07-28
376,347,Savings,4244.45,2024-05-29
377,349,Savings,17224.68,2017-07-13
378,350,Savings,15553.31,2025-05-27
379,350,CD,36117.16,2025-06-08
380,351,CD,36121.92,2025-12-03
381,352,CD,182270.87,2023-11-05
382,352,Savings,88390.08,2023-08-12
383,356,CD,123326.06,2023-10-03
384,359,Checking,3411.39,2024-07-05
385,361,Checking,3596.75,2026-06-15
386,363,Savings,7972.36,2024-03-10
387,364,Savings,67187.93,2025-03-01
388,365,CD,5534.75,2025-02-09
389,365,Checking,3744.45,2026-03-30
390,365,Savings,14062.7,2026-04-30
391,367,Checking,3023.41,2022-01-31
392,368,Checking,3858.22,2016-12-20
393,369,CD,23992.75,2022-08-16
394,370,CD,27149.17,2026-06-30
395,371,Savings,11627.32,2024-04-04
396,371,CD,14936.42,2025-02-02
397,371,Checking,6808.19,2024-09-13
398,372,Checking,4727.8,2024-03-21
399,375,Savings,11227.1,2025-12-06
400,376,CD,14555.25,2020-12-01
401,376,Savings,21814.79,2021-10-06
402,377,CD,40668.98,2007-10-06
403,380,CD,20310.63,2019-07-23
404,381,Checking,4988.17,2017-10-14
405,382,Savings,6099.0,2026-02-09
406,383,Checking,5786.26,2022-06-10
407,383,CD,37096.91,2019-10-23
408,385,Savings,15435.8,2025-03-12
409,386,Savings,5611.09,2010-09-21
410,386,Checking,1270.18,2018-11-19
411,386,CD,39727.37,2017-09-01
412,388,CD,12150.79,2026-02-03
413,389,CD,10506.67,2026-02-05
414,389,Checking,1200.77,2026-05-05
415,390,CD,24960.16,2025-10-05
416,392,Checking,1181.58,2022-11-18
417,392,CD,11204.89,2025-01-17
418,392,Savings,811.31,2023-12-27
419,393,Savings,7818.14,2026-06-25
420,394,Checking,19399.64,2023-04-23
421,395,CD,18528.28,2020-05-03
422,395,Savings,8471.67,2023-05-13
423,396,Savings,19897.2,2020-07-31
424,397,Checking,8993.03,2025-07-28
425,397,CD,38151.39,2024-01-01
426,399,Savings,37983.1,2016-03-31
427,400,Checking,154.58,2024-12-08
428,401,CD,49452.06,2025-09-30
429,402,Savings,3981.78,2018-11-15
430,402,CD,7562.77,2026-05-14
431,404,CD,222776.32,2025-08-27
432,406,CD,29153.37,2020-12-07
433,406,Checking,4738.95,2023-11-03
434,406,Savings,16491.38,2023-01-23
435,407,Checking,17122.78,2024-08-04
436,407,Savings,10903.97,2024-09-24
437,408,Savings,5268.44,2022-08-15
438,409,Checking,1261.58,2025-11-27
439,410,Savings,37819.19,2013-12-12
440,410,Checking,6242.61,2008-11-27
441,411,Savings,4872.38,2024-12-17
442,411,Checking,5051.01,2025-04-14
443,411,CD,11482.37,2026-02-03
444,413,CD,35215.08,2023-04-28
445,413,Savings,42157.33,2024-02-26
446,414,Savings,25998.29,2026-04-11
447,415,CD,8149.32,2026-03-23
448,417,CD,201364.65,2016-09-26
449,417,Savings,11774.65,2024-09-18
450,417,Checking,19454.15,2024-06-17
451,418,CD,18639.49,2025-05-26
452,418,Savings,11950.55,2026-02-13
453,419,Checking,1869.6,2025-05-27
454,419,CD,17542.65,2021-10-13
455,420,CD,48909.52,2026-05-24
456,420,Checking,3726.99,2026-03-17
457,421,Checking,4861.76,2024-01-25
458,422,CD,38006.3,2026-06-14
459,422,Savings,8495.55,2025-10-25
460,423,CD,57242.53,2026-01-23
461,424,Checking,17638.23,2026-06-05
462,424,Savings,155001.58,2026-05-27
463,424,CD,102780.71,2026-04-29
464,425,Checking,4838.71,2026-02-10
465,426,CD,157446.37,2023-12-17
466,426,Savings,17358.73,2025-09-10
467,427,Checking,22288.28,2026-05-18
468,429,Savings,3094.96,2024-08-01
469,430,Savings,19577.54,2023-04-02
470,431,Savings,13599.18,2025-02-16
471,431,CD,9823.3,2023-12-19
472,432,Checking,12781.02,2025-12-27
473,433,Checking,4089.25,2022-07-20
474,434,CD,74007.94,2024-04-07
475,435,Checking,1697.96,2026-04-20
476,435,Savings,6899.18,2026-04-25
477,438,CD,26845.63,2025-05-03
478,438,Checking,10536.05,2025-01-08
479,441,CD,42318.65,2026-02-25
480,442,Checking,5990.78,2018-04-29
481,443,CD,44890.15,2025-09-18
482,444,Checking,2700.72,2025-10-12
483,446,Checking,7745.85,2026-06-03
484,446,Savings,26060.87,2026-05-16
485,446,CD,86422.44,2026-06-07
486,447,Savings,24277.48,2024-04-03
487,448,CD,68150.63,2026-01-28
488,449,Savings,8319.16,2025-08-25
489,450,Savings,6682.2,2024-01-14
490,452,CD,11018.79,2022-12-06
491,456,Checking,17849.22,2025-03-28
492,456,CD,54560.2,2024-04-20
493,456,Savings,24048.43,2025-09-15
494,457,CD,1926.68,2023-01-22
495,459,Savings,23870.64,2024-11-05
496,460,Checking,10808.47,2026-02-06
497,461,Savings,9931.87,2021-03-16
498,461,Checking,7144.88,2025-07-05
499,462,Checking,4494.02,2025-01-11
500,462,CD,6965.51,2026-03-30
501,463,Checking,1436.6,2026-06-15
502,463,Savings,6320.3,2026-06-30
503,464,Checking,5000.28,2025-01-15
504,467,CD,11420.94,2013-05-07
505,467,Savings,10188.72,2014-02-03
506,467,Checking,1275.61,2024-11-05
507,468,Savings,11033.29,2019-09-21
508,468,Checking,2427.93,2023-07-10
509,469,Checking,26355.68,2025-01-13
510,469,CD,137189.21,2024-09-06
511,470,Checking,3010.52,2026-06-10
512,470,CD,24233.12,2026-04-27
513,470,Savings,17278.72,2026-04-21
514,472,CD,72223.25,2024-04-26
515,474,Savings,3155.76,2023-10-13
516,474,Checking,2588.85,2025-02-04
517,476,CD,11497.59,2026-01-04
518,476,Savings,11270.92,2025-02-07
519,478,Checking,3931.38,2026-02-27
520,478,CD,14214.5,2021-04-29
521,480,Checking,11167.74,2026-05-20
522,481,CD,20630.28,2025-01-17
523,482,Checking,2726.91,2026-06-15
524,483,CD,6932.65,2026-02-11
525,484,Savings,23905.24,2026-06-05
526,485,Savings,3505.1,2024-12-24
527,485,CD,48512.67,2024-12-10
528,485,Checking,304.9,2026-06-15
529,486,Checking,6310.0,2026-06-22
530,486,Savings,61285.05,2026-06-17
531,487,CD,31090.38,2022-02-19
532,488,Checking,9186.85,2026-02-04
533,488,Savings,13597.97,2026-01-09
534,489,CD,201977.97,2019-01-28
535,491,CD,40254.74,2026-03-26
536,491,Checking,15028.07,2026-02-05
537,492,CD,111409.47,2022-09-05
538,493,CD,17358.39,2016-05-12
539,494,Checking,1658.4,2025-08-14
540,494,Savings,23028.55,2025-04-11
541,495,CD,36282.96,2025-12-27
542,495,Checking,4382.43,2026-03-14
543,496,Savings,22464.23,2024-09-14
544,496,CD,35963.97,2025-04-18
545,496,Checking,1295.01,2026-04-03
546,497,Savings,9234.83,2025-04-07
547,498,Savings,1488.13,2022-04-16
548,498,CD,17838.42,2020-06-22
549,499,Savings,26225.86,2025-07-14
550,500,Checking,9530.43,2020-02-05
551,502,CD,86745.99,2024-05-10
552,503,Checking,2878.38,2026-06-11
553,503,Savings,8161.48,2025-07-05
554,504,Checking,7767.26,2025-02-16
555,505,CD,29573.54,2026-05-01
556,505,Savings,12034.59,2026-04-30
557,506,Checking,17356.3,2026-04-11
558,507,CD,15850.79,2026-05-27
559,507,Checking,5392.31,2025-05-27
560,507,Savings,20576.7,2022-09-29
561,508,CD,25890.72,2026-02-18
562,509,Savings,6355.55,2020-02-26
563,509,CD,13452.5,2021-11-08
564,510,CD,23241.11,2025-12-17
565,511,Savings,15066.14,2022-04-10
566,513,CD,44552.1,2025-12-08
567,513,Savings,7828.39,2021-12-14
568,513,Checking,1113.94,2023-07-27
569,514,CD,87734.6,2025-01-24
570,515,Checking,6932.36,2025-02-23
571,516,CD,41027.66,2025-07-05
572,517,CD,41791.79,2023-01-05
573,518,CD,149197.03,2024-01-26
574,518,Savings,46102.99,2024-08-01
575,518,Checking,49857.37,2026-01-29
576,519,Savings,67412.93,2023-03-04
577,520,Savings,8998.89,2025-08-18
578,521,Checking,7835.97,2025-10-30
579,522,Savings,3389.14,2026-06-20
580,524,Savings,10382.96,2026-06-14
581,524,CD,46979.03,2026-06-11
582,525,Checking,11681.73,2026-06-13
583,525,CD,51267.2,2026-05-19
584,525,Savings,11216.89,2026-06-18
585,527,Savings,24198.65,2026-05-11
586,527,CD,30964.72,2026-04-20
587,529,CD,23208.87,2022-04-09
588,530,CD,11756.79,2011-02-28
589,531,Savings,62317.1,2026-04-30
590,532,CD,41575.99,2026-04-29
591,533,CD,20281.41,2025-02-23
592,533,Checking,2071.34,2026-06-29
593,534,CD,12085.63,2026-05-19
594,535,CD,75665.38,2024-05-19
595,535,Savings,20102.09,2025-05-19
596,536,CD,17951.09,2026-05-24
597,537,Savings,22638.54,2026-05-01
598,537,CD,73117.76,2026-06-10
599,537,Checking,7231.95,2026-06-17
600,538,CD,25075.07,2019-09-23
601,539,CD,49505.04,2022-09-03
602,541,CD,24019.33,2025-06-08
603,541,Checking,1748.18,2024-05-25
604,541,Savings,30474.85,2023-06-09
605,542,Savings,971.98,2024-02-15
606,544,Checking,24934.88,2024-03-05
607,544,CD,17211.77,2024-09-11
608,545,Checking,6673.76,2025-08-17
609,545,Savings,13867.16,2026-03-31
610,545,CD,25272.71,2026-06-27
611,546,Checking,4674.66,2020-12-09
612,546,Savings,43651.4,2018-07-26
613,546,CD,122869.58,2021-05-14
614,547,CD,6053.85,2024-07-03
615,548,Savings,7371.87,2026-03-27
616,548,CD,12813.94,2025-12-31
617,549,Savings,13970.22,2026-05-28
618,550,Savings,83477.13,2024-09-06
619,550,CD,111301.5,2025-11-23
620,551,Savings,3202.69,2015-07-12
621,552,CD,181774.58,2024-02-10
622,553,CD,103025.92,2023-07-17
623,554,Checking,5233.35,2026-04-22
624,555,Checking,2193.1,2025-05-03
625,557,Savings,10577.11,2025-09-15
626,560,Savings,20744.18,2023-12-11
627,561,CD,7941.71,2022-05-22
628,562,CD,39330.16,2023-07-28
629,562,Savings,10033.07,2026-03-17
630,564,Checking,8853.34,2026-04-25
631,565,Savings,13386.21,2015-06-26
632,568,CD,47444.09,2026-06-30
633,571,Checking,4605.41,2021-07-27
634,572,Checking,9969.81,2026-04-25
635,573,CD,20171.4,2025-07-16
636,574,CD,24087.04,2022-11-28
637,575,Checking,1727.33,2025-10-27
638,576,Savings,8640.29,2024-06-13
639,576,Checking,3940.65,2024-04-16
640,577,Savings,4966.68,2026-03-27
641,577,Checking,5746.62,2026-05-23
642,579,CD,35236.81,2024-04-17
643,579,Savings,8769.92,2024-06-04
644,580,Savings,21545.69,2023-05-19
645,580,CD,378684.78,2025-09-13
646,581,Checking,6452.23,2026-04-09
647,582,Checking,3208.22,2025-12-10
648,583,CD,2651.02,2019-03-04
649,583,Checking,14317.76,2022-01-27
650,583,Savings,5279.93,2015-04-03
651,584,CD,51870.76,2025-08-09
652,585,Savings,18032.82,2024-03-04
653,585,Checking,4661.46,2025-05-27
654,585,CD,32763.58,2025-05-16
655,586,Savings,14094.75,2013-05-02
656,588,Checking,3458.69,2024-12-01
657,588,CD,73059.34,2025-06-21
658,589,CD,52727.75,2026-02-27
659,590,Savings,15777.29,2023-12-22
660,590,CD,23473.07,2025-11-23
661,590,Checking,2514.93,2025-08-24
662,592,CD,30524.88,2023-07-17
663,593,CD,22736.37,2025-06-16
664,594,Checking,1187.3,2019-05-01
665,594,Savings,5229.21,2025-07-24
666,595,CD,99262.49,2026-01-05
667,596,Savings,5156.44,2020-01-13
668,597,Savings,45970.87,2024-10-06
669,597,CD,29803.59,2025-08-12
670,597,Checking,19818.9,2024-01-09
671,598,Savings,10180.34,2024-10-28
672,600,Savings,39394.48,2026-01-22
673,600,CD,78869.14,2024-02-06
674,602,Savings,31205.39,2026-05-18
675,603,Savings,19299.47,2023-11-06
676,603,CD,22678.22,2014-09-05
677,604,Checking,6527.77,2026-04-13
678,605,CD,57363.39,2026-02-12
679,607,CD,25078.1,2018-03-14
680,608,Checking,676.86,2025-10-26
681,609,Savings,5990.35,2023-10-28
682,611,CD,44494.1,2026-04-10
683,612,Checking,1825.97,2025-03-16
684,614,Checking,4435.93,2026-03-18
685,614,Savings,33229.59,2026-04-06
686,616,Checking,3558.89,2026-01-24
687,616,CD,153171.49,2026-02-24
688,616,Savings,22802.28,2026-04-20
689,617,CD,23181.95,2022-08-05
690,619,Checking,2572.54,2022-06-24
691,621,Checking,7767.21,2024-10-15
692,623,Checking,1351.71,2018-04-03
693,623,Savings,2665.96,2010-01-19
694,624,Savings,10144.14,2022-05-12
695,625,Checking,4162.01,2026-04-11
696,625,Savings,8534.55,2026-06-23
697,625,CD,1891.41,2026-06-08
698,626,CD,8844.67,2024-01-19
699,627,CD,17445.63,2025-05-18
700,627,Checking,9195.12,2026-02-26
701,628,Checking,3170.76,2025-08-21
702,629,CD,23820.49,2026-06-19
703,630,Checking,18871.9,2025-11-12
704,630,CD,66015.61,2026-04-09
705,632,CD,85578.16,2025-07-03
706,633,Checking,8715.67,2019-09-08
707,633,Savings,16201.77,2022-10-09
708,634,Savings,7188.7,2026-06-27
709,634,CD,32524.14,2020-09-06
710,635,Checking,12525.56,2021-01-20
711,635,Savings,12845.19,2023-05-24
